Unnamed: 0,state_code,latitude,longitude,zip_code,id,city,Unnamed: 6,name,labels,founded_at,closed_at,first_funding_at,last_funding_at,age_first_funding_year,age_last_funding_year,age_first_milestone_year,age_last_milestone_year,relationships,funding_rounds,funding_total_usd,milestones,state_code.1,is_CA,is_NY,is_MA,is_TX,is_otherstate,category_code,is_software,is_web,is_mobile,is_enterprise,is_advertising,is_gamesvideo,is_ecommerce,is_biotech,is_consulting,is_othercategory,object_id,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_top500,status
429,NY,40.745003,-73.98322900000002,10016,c:25307,New York,,"ORCA, Inc.",1,2008-01-01,,2009-06-21,2009-06-21,1.4712,1.4712,1.0027,1.4712,5,1,2000000,2,NY,0,1,0,0,0,ecommerce,0,0,0,0,0,0,1,0,0,0,c:25307,0,0,1,0,0,0,3.0,1,1
307,CA,37.52845,-122.263721,94065,c:1870,Redwood City,,Amobee,1,2005-05-01,,2006-11-01,2011-03-01,1.5041,5.8356,6.1699,8.3534,25,6,72000000,2,CA,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,c:1870,1,0,1,1,1,1,2.3333,1,1
475,CA,34.045919,-118.16525,91754,c:27285,Monterey Park,,KOTURA,1,2004-01-01,,2005-09-07,2009-11-05,1.6849,5.8493,8.4219,8.4219,4,3,27690547,1,CA,1,0,0,0,0,cleantech,0,0,0,0,0,0,0,0,0,1,c:27285,0,0,0,1,1,1,4.5,1,1
837,TX,33.068275,-96.711101,75023,c:48640,Plano,Plano TX 75023,Auvitek International,0,2004-03-01,2/20/2011,2006-05-09,2006-05-09,2.189,2.189,,,32,1,9000000,0,TX,0,0,0,1,0,semiconductor,0,0,0,0,0,0,0,0,0,1,c:48640,0,0,0,1,0,0,4.0,1,0
305,CA,37.287285,-121.942932,94041,c:18470,Mountain View,,Outright,1,2008-06-01,,2008-11-01,2009-11-18,0.4192,1.4658,3.1315,4.137,12,2,7500000,3,CA,1,0,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,c:18470,0,0,1,0,0,0,3.5,1,1
354,TX,30.271393,-97.748623,78701,c:21395,Austin,,Phurnace Software,1,2007-01-01,,2007-09-11,2008-07-01,0.6932,1.4986,3.4164,3.4164,9,2,10000000,1,TX,0,0,0,1,0,software,1,0,0,0,0,0,0,0,0,0,c:21395,0,0,1,0,0,0,2.0,1,1
426,CA,34.142973,-118.140553,91105,c:25132,Pasadena,,FastSoft,1,2006-01-01,,2007-06-11,2012-09-04,1.4411,6.6795,2.0,2.0,7,4,5965000,1,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:25132,1,0,1,0,0,0,1.0,0,1
1032,CA,37.465645,-121.932202,94538,c:72,Fremont,,GrandCentral,1,2006-04-01,,2006-01-01,2006-01-01,-0.2466,-0.2466,-0.4082,7.4548,9,1,4000000,4,CA,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:72,0,0,1,0,0,0,1.0,0,1
261,MI,42.548008,-83.214753,48025,c:17429,Bingham Farms,,Speedshape,0,2003-01-01,8/1/2013,2008-02-20,2008-02-20,5.1397,5.1397,7.0055,7.0055,2,1,5000000,1,MI,0,0,0,0,1,advertising,0,0,0,0,1,0,0,0,0,0,c:17429,1,0,0,0,0,0,1.0,0,0
838,CA,37.32052,-121.948399,95128,c:487,San Jose,,BlueLithium,1,2004-01-01,,2005-02-01,2005-02-01,1.0877,1.0877,5.0959,7.3863,15,1,11500000,2,CA,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,c:487,0,0,1,0,0,0,2.0,1,1
707,IL,41.875555,-87.624421,60657,c:40665,Chicago,Chicago IL 60657,Media Chaperone,0,2009-01-01,6/1/2013,2010-01-14,2011-02-24,1.0356,2.1479,1.5808,1.5808,2,2,1050000,1,IL,0,0,0,0,1,web,0,1,0,0,0,0,0,0,0,0,c:40665,1,0,0,0,0,0,1.0,0,0
523,NY,40.7566658,-73.9827553,10036,c:2972,New York,,Giant Realm,1,2007-01-01,,2008-03-01,2008-05-08,1.1644,1.3507,1.3507,3.3315,13,2,5500000,2,NY,0,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:2972,0,0,1,0,0,0,2.0,1,1
303,PA,39.951311,-75.169522,10011,c:1832,Philadelphia,,Invite Media,1,2007-02-01,,2007-12-01,2009-12-01,0.8301,2.8329,1.0877,3.337,17,3,5000000,4,PA,0,0,0,0,1,advertising,0,0,0,0,1,0,0,0,0,0,c:1832,0,1,1,0,0,0,1.6667,1,1
529,CA,37.406914,-122.09037,94043,c:30173,Mountain View,Mountain View CA 94043,UpMo,0,2011-01-01,7/1/2013,2009-12-13,2011-08-17,-1.0521,0.6247,-1.3589,1.663,11,2,3700000,3,CA,1,0,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,c:30173,1,0,0,0,0,0,3.0,0,0
267,CA,36.9397206,-121.7768449,95019-2901,c:17512,Freedom,,Appscio,0,2006-01-01,1/1/2011,2007-03-20,2009-01-03,1.2137,3.0082,,,4,2,7000000,0,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:17512,0,0,1,0,0,0,2.0,0,0
1098,MA,42.375219,-71.056101,2129,c:833,Boston,,Eons,0,2005-01-01,5/17/2012,2006-04-01,2007-03-01,1.2466,2.1616,2.0,3.8137,14,2,32000000,4,MA,0,0,1,0,0,network_hosting,0,0,0,0,0,0,0,0,0,1,c:833,0,0,1,1,0,0,3.5,1,0
971,MA,42.358822,-71.104329,2142,c:615,Cambridge,,LocaModa,1,2007-01-01,,2007-09-18,2011-03-25,0.7123,4.2301,2.6685,3.0575,8,3,7900000,2,MA,0,0,1,0,0,advertising,0,0,0,0,1,0,0,0,0,0,c:615,0,0,1,0,0,0,2.0,0,1
258,CA,37.392443,-122.072517,94110,c:1731,San Francisco,,Meraki,1,2006-04-01,,2006-12-01,2012-07-10,0.6685,6.2795,2.7945,7.4493,16,5,80000000,3,CA,1,0,0,0,0,network_hosting,0,0,0,0,0,0,0,0,0,1,c:1731,0,1,1,1,1,1,2.25,1,1
693,TX,30.280148,-97.749908,78701,c:39755,Austin,Austin TX 78701,MPOWER Mobile,0,2005-01-01,6/8/2012,2009-10-28,2009-10-28,4.8247,4.8247,0.2466,0.2466,1,1,5000000,1,TX,0,0,0,1,0,mobile,0,0,1,0,0,0,0,0,0,0,c:39755,1,0,0,0,0,0,1.0,1,0
89,WA,47.638456,-122.356965,98109,c:134,Seattle,,Haute Secure,1,2006-01-01,,2007-01-01,2009-03-09,1.0,3.1863,2.4301,7.6247,5,2,2100000,3,WA,0,0,0,0,1,security,0,0,0,0,0,0,0,0,0,1,c:134,0,1,1,0,0,0,1.5,1,1
984,MD,39.116333,-77.18130699999998,20814,c:6313,Bethesda,,Intelliworks,1,2004-12-01,,2005-02-14,2009-04-24,0.2055,4.3973,3.4164,3.4164,6,4,22250000,1,MD,0,0,0,0,1,enterprise,0,0,0,1,0,0,0,0,0,0,c:6313,0,0,1,1,1,1,2.5,1,1
27,OR,45.520247,-122.674195,97209,c:107746,Portland,Portland OR 97209,Meridian,1,2011-03-01,,2011-09-14,2012-08-30,0.5397,1.5014,-14.1699,2.2082,6,2,1975000,2,OR,0,0,0,0,1,enterprise,0,0,0,1,0,0,0,0,0,0,c:107746,1,1,0,0,0,0,3.0,0,1
437,NY,40.723652,-73.985281,10016,c:2566,New York,,Kluster,1,2008-01-01,,2008-01-01,2008-01-01,0.0,0.0,3.5918,4.3260000000000005,0,1,1000000,2,NY,0,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:2566,0,1,0,0,0,0,1.0,1,1
827,PA,40.602206,-75.47127900000002,18106,c:47440,Allentown,Allentown PA 18106,International Battery,0,2008-01-01,3/1/2013,2010-05-06,2010-05-06,2.3452,2.3452,,,0,1,35000000,0,PA,0,0,0,0,1,cleantech,0,0,0,0,0,0,0,0,0,1,c:47440,0,0,0,0,1,0,1.0,0,0
770,NY,37.480999,-122.173887,10016,c:44,New York,,Jingle Networks,1,2005-09-01,,2005-10-01,2009-12-28,0.0822,4.3260000000000005,3.663,5.6110000000000015,12,7,88651133,5,NY,0,1,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:44,1,1,1,1,1,1,3.1667,1,1
536,MA,42.5656454,-71.3222696,01862-2000,c:30527,North Billerica,,SemEquip,1,2000-01-01,,2005-08-04,2005-08-04,5.5945,5.5945,,,3,1,26000000,0,MA,0,0,1,0,0,semiconductor,0,0,0,0,0,0,0,0,0,1,c:30527,1,0,0,0,0,0,2.0,1,1
1096,CA,34.054935,-118.244476,90017,c:83176,Los Angeles,Los Angeles CA 90017,ItsGoinOn,0,2010-05-01,11/1/2011,2011-01-01,2011-01-01,0.6712,0.6712,0.0,0.7562,3,1,100000,2,CA,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,c:83176,0,1,0,0,0,0,1.0,0,0
343,CO,39.750152,-104.99643799999998,80202,c:20488,Denver,Denver CO 80202,mSnap,1,2005-06-01,,2006-06-01,2006-06-01,1.0,1.0,3.811,4.9178,6,1,5000000,3,CO,0,0,0,0,1,mobile,0,0,1,0,0,0,0,0,0,0,c:20488,0,0,1,0,0,0,1.0,1,1
412,GA,34.062588,-84.16923,30097,c:24570,Duluth,,Biofisica,0,2000-01-01,4/26/2012,2006-10-31,2008-04-21,6.8356,8.3096,,,5,2,7300000,0,GA,0,0,0,0,1,biotech,0,0,0,0,0,0,0,1,0,0,c:24570,1,0,1,0,0,0,3.0,1,0
344,CA,37.406914,-122.09037,94043,c:20506,Mountain View,Mountain View CA 94043,Ardian,1,2003-01-01,,2005-01-01,2009-03-23,2.0027,6.2274,4.0027,10.7616,8,3,64080000,2,CA,1,0,0,0,0,biotech,0,0,0,0,0,0,0,1,0,0,c:20506,0,0,1,1,1,0,4.0,1,1
1016,RI,51.43247,-2.664213,2903,c:69279,Providence,Providence RI 2903,Tracelytics,1,2010-07-01,,2011-11-03,2012-03-22,1.3425,1.726,-0.0822,1.7205,8,2,5800000,2,RI,0,0,0,0,1,enterprise,0,0,0,1,0,0,0,0,0,0,c:69279,0,1,1,0,0,0,4.0,1,1
389,CA,37.791388,-122.392148,94105,c:23192,San Francisco,,Canopy Financial,0,2004-01-01,8/27/2009,2008-01-01,2009-10-01,4.0027,5.7534,5.9233,6.0,6,4,89500000,2,CA,1,0,0,0,0,finance,0,0,0,0,0,0,0,0,0,1,c:23192,0,0,0,1,1,0,1.0,1,0
661,CA,37.788482,-122.409173,94102,c:38,San Francisco,,Kyte,1,2006-12-01,,2007-07-01,2012-03-01,0.5808,5.2521,3.0877,4.1699,11,4,23350000,2,CA,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,c:38,0,1,1,1,0,0,3.0,1,1
1042,MA,42.393662,-71.25585500000003,2451,c:7376,Waltham,,Ounce Labs,1,2002-10-01,,2006-06-08,2008-09-16,3.6877,5.9644,,,7,2,13500000,0,MA,0,0,1,0,0,software,1,0,0,0,0,0,0,0,0,0,c:7376,1,0,0,0,1,0,2.5,1,1
185,MA,42.496515,-71.480233,1719,c:16070,Boxborough,,Crossbeam Systems,1,2000-01-01,,2007-05-08,2008-02-14,7.3534,8.126,11.0329,11.0575,13,2,24500000,2,MA,0,0,1,0,0,security,0,0,0,0,0,0,0,0,0,1,c:16070,0,0,0,0,0,0,5.5,1,1
890,CA,37.534538,-122.252466,94065,c:53814,Redwood City,Redwood City CA 94065,PacketHop,0,2002-01-01,1/4/2013,2005-08-08,2005-08-08,3.6027,3.6027,3.0027,3.0027,2,1,10000000,1,CA,1,0,0,0,0,public_relations,0,0,0,0,0,0,0,0,0,1,c:53814,0,0,0,0,1,0,4.0,1,0
891,UT,40.767013,-111.890431,84124,c:53831,Salt Lake City,Salt Lake City UT 84124,Inaura,0,2007-01-01,7/19/2012,2005-01-06,2005-01-06,-1.9863,-1.9863,,,3,1,8500000,0,UT,0,0,0,0,1,other,0,0,0,0,0,0,0,0,0,1,c:53831,1,0,0,0,0,0,1.0,0,0
405,TX,30.161661,-95.471256,77380,c:24040,The Woodlands,,DynaPump,0,1992-01-01,11/12/2011,2008-05-29,2008-05-29,16.4192,16.4192,,,0,1,6000000,0,TX,0,0,0,1,0,cleantech,0,0,0,0,0,0,0,0,0,1,c:24040,0,0,0,1,0,0,3.0,0,0
708,CA,37.424298,-122.139809,94306,c:40762,Palo Alto,Palo Alto CA 94306,Immunet Corporation,1,2008-07-01,,2009-11-01,2009-11-01,1.337,1.337,1.3479,1.3479,3,1,2000000,1,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:40762,0,0,1,0,0,0,2.0,1,1
1049,TX,30.280148,-97.749908,78701,c:75008,Austin,Austin TX 78701,CopperEgg Corporation,1,2010-06-01,,2011-07-12,2012-05-08,1.1123,1.937,0.0,1.1123,3,2,4100000,2,TX,0,0,0,1,0,enterprise,0,0,0,1,0,0,0,0,0,0,c:75008,0,0,1,0,0,0,1.5,1,1
330,CA,37.40047,-122.072981,94041,c:197,Mountain View,,Wink,1,2004-08-19,,2005-01-01,2005-01-01,0.3699,0.3699,1.9507,8.3178,5,1,6200000,4,CA,1,0,0,0,0,search,0,0,0,0,0,0,0,0,0,1,c:197,0,0,1,0,0,0,2.0,1,1
544,CA,37.767575,-122.411157,94103,c:3087,San Francisco,,PopularMedia,1,2003-01-01,,2007-02-01,2008-07-28,4.0877,5.5753,4.0027,4.0027,8,2,12250000,1,CA,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,c:3087,0,0,0,1,1,0,2.5,1,1
383,CA,37.779281,-122.419236,94105,c:23098,San Francisco,San Francisco CA 94105,Miyowa,1,2003-04-14,,2006-09-04,2008-05-08,3.3945,5.0712,5.7233,8.7342,3,2,11725600,2,CA,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:23098,0,0,1,1,0,0,2.0,1,1
802,MA,42.504817,-71.195611,1803,c:45792,Burlington,Burlington MA 1803,Intrusic,0,2001-01-01,2/19/2007,2005-04-25,2006-10-30,4.3151,5.8301,,,1,2,16000000,0,MA,0,0,1,0,0,software,1,0,0,0,0,0,0,0,0,0,c:45792,0,0,1,1,0,0,3.0,1,0
646,WA,47.603832,-122.330062,98103,c:37215,Seattle,Seattle WA 98103,Dashwire,1,2006-08-11,,2009-01-31,2010-12-28,2.4767,4.3836,3.3945,4.9863,10,3,5056559,2,WA,0,0,0,0,1,mobile,0,0,1,0,0,0,0,0,0,0,c:37215,1,0,1,0,0,0,1.6667,1,1
552,CA,37.780883,-122.395257,94107,c:314,San Francisco,,Reddit,1,2005-01-01,,2005-06-01,2005-06-01,0.4137,0.4137,6.8329,8.874,9,1,100000,3,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:314,0,1,0,0,0,0,1.0,1,1
697,CA,37.779281,-122.419236,94108,c:3991,San Francisco,San Francisco CA 94108,Pure Digital Technologies,1,2001-09-01,,2004-01-01,2008-08-18,2.3342,6.9671,4.0027,8.3014,11,3,68200000,3,CA,1,0,0,0,0,hardware,0,0,0,0,0,0,0,0,0,1,c:3991,1,1,0,0,0,0,4.0,1,1
239,CA,37.789429,-122.276524,94501,c:16892,Alameda,Alameda CA 94501,Voxify,1,2001-01-01,,2005-02-01,2010-04-21,4.0877,9.3068,6.0027,6.0027,5,3,33000000,1,CA,1,0,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,c:16892,1,0,0,1,0,1,3.6667,1,1
672,NC,35.986906,-78.896718,27701,c:38460,Durham,Durham NC 27701,EvoApp,0,2009-01-01,1/1/2013,2010-10-15,2012-04-20,1.7863,3.3014,2.0822,2.3288,8,3,3352194,2,NC,0,0,0,0,1,analytics,0,0,0,0,0,0,0,0,0,1,c:38460,0,1,1,0,0,0,9.5,0,0
996,NY,40.750519,-73.993494,10001,c:64959,New York,New York NY 10001,Visual Revenue,1,2010-03-01,,2011-07-28,2012-01-26,1.4082,1.9068,-0.1616,1.8384,5,2,2212000,2,NY,0,1,0,0,0,analytics,0,0,0,0,0,0,0,0,0,1,c:64959,0,1,1,0,0,0,3.0,1,1
634,CA,37.484347,-122.225803,94063,c:36484,Redwood City,Redwood City CA 94063,Calibra Medical,1,2004-01-01,,2009-11-24,2011-04-15,5.9014,7.2904,,,1,4,19800000,0,CA,1,0,0,0,0,biotech,0,0,0,0,0,0,0,1,0,0,c:36484,1,0,0,0,0,1,5.0,1,1
825,CA,37.566009,-122.321646,94401,c:47270,San Mateo,San Mateo CA 94401,Offermatic,0,2010-02-01,6/1/2013,2010-12-01,2011-03-09,0.8301,1.0986,1.1014,1.1616,6,2,4500000,2,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:47270,0,1,1,0,0,0,3.0,1,0
263,MA,42.2960173,-71.2128734,2494,c:17433,Needham,,HiWired,1,2004-01-01,,2008-01-01,2008-01-02,4.0027,4.0055,4.0027,4.0027,2,2,14000000,1,MA,0,0,1,0,0,software,1,0,0,0,0,0,0,0,0,0,c:17433,1,0,0,1,0,0,1.5,1,1
119,FL,26.106273,-80.41894,33327,c:144687,Weston,Weston FL 33327,DateMyFamily.com,0,2011-11-11,1/1/2013,2011-12-01,2011-12-01,0.0548,0.0548,0.0685,0.4,4,1,100000,2,FL,0,0,0,0,1,social,0,0,0,0,0,0,0,0,0,1,c:144687,0,1,0,0,0,0,1.0,0,0
1004,CA,37.4027811,-122.1441615,94304,c:6592,Palo Alto,,Hyperic,1,2004-01-01,,2006-05-10,2007-06-05,2.3562,3.4274,3.0027,5.3425,4,2,9900000,2,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:6592,0,0,1,1,0,0,2.0,1,1
610,CA,37.779281,-122.419236,94104,c:34545,San Francisco,San Francisco CA 94104,Optimal,1,2008-01-01,,2008-01-01,2013-01-22,0.0,5.063,5.0055,5.7945,10,3,7600000,2,CA,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,c:34545,0,0,1,1,0,0,5.0,1,1
246,CA,34.430786,-119.715074,93101,c:17030,Santa Barbara,,SendMeHome.com,0,2008-07-01,6/4/2012,2008-07-01,2008-07-01,0.0,0.0,0.737,0.737,2,1,50000,1,CA,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,c:17030,0,1,0,0,0,0,2.0,0,0
88,CA,37.448944,-122.161415,94301,c:13358,Palo Alto,,Q-magic,0,2007-02-01,11/29/2011,2007-01-01,2007-01-01,-0.0849,-0.0849,,,3,1,650000,0,CA,1,0,0,0,0,public_relations,0,0,0,0,0,0,0,0,0,1,c:13358,0,1,0,0,0,0,1.0,0,0
22,CA,34.005914000000004,-118.488129,90034,c:10610,Los Angeles,,Geodelic Systems,0,2008-01-01,1/1/2011,2008-12-01,2010-09-23,0.9178,2.7288,2.4164,2.7288,8,3,10500000,3,CA,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:10610,1,0,1,1,0,0,2.0,1,0
1014,CA,34.019657,-118.487549,90401,c:68470,Santa Monica,Santa Monica CA 90401,BlockBeacon,1,2012-01-01,,2012-06-21,2012-06-21,0.4712,0.4712,0.0,0.9178,12,1,500000,2,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:68470,0,1,0,0,0,0,1.0,0,1
8,CA,37.390501,-122.081151,94041,c:10197,Mountain View,,PostPath,1,2003-01-01,,2004-12-07,2007-01-16,1.9342,4.0438,2.0027,10.189,2,2,24300000,3,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:10197,0,0,0,1,1,0,2.5,1,1
595,CA,37.386778,-121.966277,95054,c:33771,Santa Clara,Santa Clara CA 95054,Attune Systems,0,1999-01-01,2/12/2009,2006-06-27,2006-11-14,7.4904,7.874,7.0055,7.0055,6,2,18000000,1,CA,1,0,0,0,0,hardware,0,0,0,0,0,0,0,0,0,1,c:33771,1,0,0,1,0,0,4.0,1,0
757,CA,37.779507,-122.39071,94107,c:437,San Francisco,,TokBox,1,2007-05-01,,2007-12-26,2010-11-15,0.6548,3.5452,3.8438,6.5589,27,3,26000000,5,CA,1,0,0,0,0,messaging,0,0,0,0,0,0,0,0,0,1,c:437,0,0,1,1,1,0,3.6667,1,1
175,CA,37.391642,-122.09393500000002,94040,c:15870,Mountain View,Mountain View CA 94040,Avega Systems,0,2005-01-01,1/1/2012,2007-04-01,2010-01-13,2.2466,5.0356,,,2,2,9500000,0,CA,1,0,0,0,0,hardware,0,0,0,0,0,0,0,0,0,1,c:15870,1,0,0,1,0,0,3.0,1,0
336,MD,39.2328783,-76.8204666,Maryland 21045,c:20062,Columbia,,Heartscape,1,2000-01-01,10/15/2009,2007-04-24,2007-04-24,7.3151,7.3151,5.0055,5.0055,6,1,16980999,1,MD,0,0,0,0,1,biotech,0,0,0,0,0,0,0,1,0,0,c:20062,0,0,0,1,0,0,1.0,1,1
493,CA,37.419819,-122.09018799999998,94043,c:281,Mountain View,,PeerMe,0,2004-01-01,2/3/2009,2005-01-01,2005-01-01,1.0027,1.0027,1.1644,3.5699,2,1,5000000,2,CA,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,c:281,0,0,1,0,0,0,3.0,0,0
333,WA,47.657943,-117.421226,99202,c:19869,SPOKANE,SPOKANE WA 99202,Pacinian,0,2007-04-01,1/1/2012,2008-12-01,2008-12-01,1.6712,1.6712,,,3,1,350000,0,WA,0,0,0,0,1,hardware,0,0,0,0,0,0,0,0,0,1,c:19869,1,0,0,0,0,0,1.0,0,0
1091,MA,42.485691,-71.19861999999998,1803,c:8251,Burlington,,neoSaej,0,2006-01-01,6/1/2013,2007-03-29,2010-12-21,1.2384,4.9726,1.0,1.0,1,5,13130000,1,MA,0,0,1,0,0,web,0,1,0,0,0,0,0,0,0,0,c:8251,1,0,1,0,0,0,2.0,1,0
962,WA,39.78373,-100.445882,98104,c:60243,Seattle,Seattle WA 98104,Kiha Software,0,2008-01-01,8/1/2011,2010-10-28,2010-10-28,2.8247,2.8247,0.0,2.8219,1,1,20000000,2,WA,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,c:60243,0,0,1,0,0,0,1.0,0,0
867,MA,42.372912,-71.118999,2138,c:513,Cambridge,,Vlingo,1,2006-06-01,,2006-12-01,2009-09-16,0.5014,3.2959,2.0685,6.9973,18,3,26500000,4,MA,0,0,1,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:513,1,0,1,1,0,0,2.0,1,1
321,MA,42.432106,-71.453968,1754,c:19483,Maynard,Maynard MA 1754,Tizor Systems,1,2002-01-01,,2005-09-12,2006-02-07,3.6986,4.1041,,,4,2,15000000,0,MA,0,0,1,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,c:19483,0,0,0,1,0,0,5.0,1,1
842,MD,39.414219,-77.410927,21703,c:49341,Frederick,Frederick MD 21703,Cerona Networks,0,2002-01-01,1/18/2012,2006-04-21,2006-04-21,4.3041,4.3041,,,0,1,2600000,0,MD,0,0,0,0,1,public_relations,0,0,0,0,0,0,0,0,0,1,c:49341,0,0,1,0,0,0,1.0,0,0
561,CA,37.54827,-121.988572,94538,c:31764,Fremont,Fremont CA 94538,Oorja Protonics,0,2004-01-01,10/16/2012,2006-05-25,2010-01-11,2.3973,6.0329,,,1,4,21470000,0,CA,1,0,0,0,0,cleantech,0,0,0,0,0,0,0,0,0,1,c:31764,0,0,1,1,0,0,3.5,1,0
876,TX,30.280148,-97.749908,78701,c:51969,Austin,Austin TX 78701,Hurricane Party,0,2010-05-01,7/1/2012,2010-05-01,2010-05-01,0.0,0.0,0.274,0.863,5,1,20000,2,TX,0,0,0,1,0,mobile,0,0,1,0,0,0,0,0,0,0,c:51969,0,1,0,0,0,0,1.0,0,0
75,CA,37.384239,-122.012475,94085,c:1284,Sunnyvale,,Minekey,0,2005-01-01,8/18/2012,2006-12-01,2007-08-01,1.9151,2.5808,2.0,6.9178,10,2,3600000,3,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:1284,0,1,1,0,0,0,1.0,0,0
404,NY,40.728425,-73.999882,10012,c:24029,New York,New York NY 10012,Blip,1,2005-05-01,,2006-03-01,2012-07-30,0.8329,7.2521,8.0055,8.4,23,7,27300000,4,NY,0,1,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,c:24029,0,1,1,1,1,1,2.0,1,1
226,CA,37.779281,-122.419236,94105,c:166772,San Francisco,San Francisco CA 94105,Fabkids,1,2012-01-01,,2012-08-02,2012-08-02,0.5863,0.5863,1.0493,1.0493,8,1,2600000,1,CA,1,0,0,0,0,ecommerce,0,0,0,0,0,0,1,0,0,0,c:166772,0,0,1,0,0,0,2.0,0,1
954,CA,37.424298,-122.139809,94306,c:59709,Palo Alto,Palo Alto CA 94306,CafeBots,0,2010-01-01,10/1/2010,2010-10-21,2010-10-21,0.8027,0.8027,0.0,1.411,5,1,5000000,2,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:59709,0,0,1,0,0,0,1.0,1,0
50,CA,32.897274,-117.201076,92121,c:11888,San Diego,,Avaak,1,2004-01-01,,2008-10-03,2010-03-22,4.7589,6.2247,3.6685,6.2247,2,2,17000000,2,CA,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:11888,0,0,1,1,0,0,3.5,1,1
172,ME,43.643967,-70.923675,4095,c:158294,West Newfield,West Newfield ME 4095,Newfield Design,0,2008-01-01,6/1/2013,2012-05-14,2012-05-14,4.3699,4.3699,,,0,1,662000,0,ME,0,0,0,0,1,manufacturing,0,0,0,0,0,0,0,0,0,1,c:158294,0,0,1,0,0,0,3.0,0,0
938,NY,40.73901,-73.997259,10011,c:58550,New York,New York NY 10011,Savored,1,2010-01-01,,2010-01-01,2011-01-10,0.0,1.0247,2.0055,2.7315,12,2,3750000,2,NY,0,1,0,0,0,hospitality,0,0,0,0,0,0,0,0,0,1,c:58550,0,1,1,0,0,0,4.0,1,1
698,CA,37.764726,-122.394523,94107,c:4,San Francisco,,Digg,1,2004-10-11,,2005-10-01,2011-07-12,0.9726,6.7534,5.2466,9.1534,57,4,45000000,8,CA,1,0,0,0,0,news,0,0,0,0,0,0,0,0,0,1,c:4,0,0,1,1,1,1,4.6667,1,1
128,NY,40.74731129999999,-73.95491820000002,11101,c:1475,Long Island City,,Songza,1,2007-11-01,,2011-09-19,2013-09-10,3.8849,5.863,2.8356,6.1123,9,2,6700000,4,NY,0,1,0,0,0,music,0,0,0,0,0,0,0,0,0,1,c:1475,1,0,0,0,0,0,8.0,1,1
386,CA,37.536402,-122.325129,94065,c:23134,Redwood City,,Bigfoot Networks,1,2006-01-01,,2006-03-06,2009-11-17,0.1753,3.8795,2.0,4.474,12,3,20750000,2,CA,1,0,0,0,0,hardware,0,0,0,0,0,0,0,0,0,1,c:23134,1,0,1,1,0,0,2.3333,1,1
790,CA,37.786942,-122.401245,94105,c:453,San Francisco,,Kongregate,1,2006-01-01,,2007-03-01,2013-07-02,1.1616,7.5041,,,5,4,19000000,0,CA,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,c:453,0,0,1,1,1,0,2.0,1,1
526,CA,37.778613,-122.395289,94107,c:30,San Francisco,,Powerset,1,2006-10-01,,2006-05-01,2007-06-01,-0.4192,0.6658,,,20,3,22500000,0,CA,1,0,0,0,0,search,0,0,0,0,0,0,0,0,0,1,c:30,1,0,1,0,0,0,4.0,1,1
496,CA,37.792394,-122.402349,94104,c:282,San Francisco,,Kiptronic,1,2005-05-01,,2005-11-01,2008-06-05,0.5041,3.0986,2.2384,3.7562,10,3,7300000,3,CA,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,c:282,0,1,1,1,0,0,2.0,1,1
